Total cases,Johor,Kedah,Kelantan,Malacca,Negeri Sembilan,Pahang,Penang,Perak,Perlis,Sabah,Sarawak,Selangor,Terengganu,Kuala Lumpur,Putrajaya,Labuan,Date
18095,,,,,,,,,6.0,,,,,,,,2022-05-19
18097,,,,,,,,,,,,,,,56.0,,2022-04-01
18102,,,,,55.0,,,,,,,,,,,,2021-04-22
18104,,,,,,317.0,,,,,,,,,,,2021-07-17
18106,,,,,,,,,11.0,,,,,,,,2022-05-20
18108,,,,,,,,,2.0,,,,,,,,2022-05-21
18114,,,,,,,,,6.0,,,,,,,,2022-05-22
18115,,,,,,,,,1.0,,,,,,,,2022-05-23
18117,,,,,,,,,2.0,,,,,,,,2022-05-24
18118,,,,,,,,,1.0,,,,,,,,2022-05-25
18121,,,,,,,,,3.0,,,,,,,,2022-05-26
18124,,,,,,,,,3.0,,,,,,,,2022-05-27
18127,,,,,,,,,,,,,,334.0,,,2021-01-17
18129,,,,,,,,,5.0,,,,,,,,2022-05-28
18133,,,,,,,,,4.0,,,,,,,,2022-05-29
18136,,,,,,,,,3.0,,,,,,,,2022-05-30
18140,,,,,,,,,4.0,,,,,,,,2022-05-31
18145,,,,,,,,,5.0,,,,,,,,2022-06-01
18149,,,,,,,,,4.0,,,,,,,,2022-06-02
18154,,,,,,,,,5.0,,,,,,,,2022-06-03
18159,,,,,,,,,5.0,,,,,,,,2022-06-04
18164,,,,,,,,,0.0,,,,,,,,2022-06-06
18164,,,,,,,,,5.0,,,,,,,,2022-06-05
18164,,,,,,,,,,,385.0,,,,,,2021-04-06
18165,,,,,,,,,,,,,,,68.0,,2022-04-02
18167,,,,,,,,,3.0,,,,,,,,2022-06-07
18173,,,,,,,,,6.0,,,,,,,,2022-06-08
18180,,,,,,,,,7.0,,,,,,,,2022-06-09
18182,,,,,,,,,2.0,,,,,,,,2022-06-10
18189,,,,,,,,,7.0,,,,,,,,2022-06-11
18192,,,,252.0,,,,,,,,,,,,,2021-06-29
18194,,,,,,,,,5.0,,,,,,,,2022-06-12
18197,,,,,,,,,3.0,,,,,,,,2022-06-13
18200,,,,,,,116.0,,,,,,,,,,2021-04-17
18203,,,,,,,,,6.0,,,,,,,,2022-06-14
18207,,,,,105.0,,,,,,,,,,,,2021-04-23
18212,,,,,,,,,9.0,,,,,,,,2022-06-15
18216,,,,,,,,,4.0,,,,,,,,2022-06-16
18217,,,,,,,,,,,,,,,52.0,,2022-04-03
18220,,,,,,,,,4.0,,,,,,,,2022-06-17
18221,,,,,,,,,1.0,,,,,,,,2022-06-18
18224,,,,,,,,,3.0,,,,,,,,2022-06-19
18231,,,,,,,,,,,,,429.0,,,,2021-08-03
18232,,,,,,,,,8.0,,,,,,,,2022-06-20
18234,,,,,27.0,,,,,,,,,,,,2021-04-24
18236,,,,,,,,,4.0,,,,,,,,2022-06-21
18242,,,,,,,,,6.0,,,,,,,,2022-06-22
18248,,,,,,,,,6.0,,,,,,,,2022-06-23
18254,,,,,,,,,,,,,,,,267.0,2022-03-05
18255,,,,,,,,,7.0,,,,,,,,2022-06-24
18263,,,,,,,,,,,,,,,46.0,,2022-04-04
18265,,,,,,,,,10.0,,,,,,,,2022-06-25
18270,,,,,,,,276.0,,,,,,,,,2021-05-22
18272,,,,,,,,,7.0,,,,,,,,2022-06-26
18283,,,,,,,,,11.0,,,,,,,,2022-06-27
18284,,,,,,,84.0,,,,,,,,,,2021-04-18
18291,,,,,,,,,8.0,,,,,,,,2022-06-28
18291,,,,,57.0,,,,,,,,,,,,2021-04-25
18299,,,,,,,,,8.0,,,,,,,,2022-06-29
18301,,,,,,,,,,,,,,,38.0,,2022-04-05
18309,,,,,,,,,10.0,,,,,,,,2022-06-30
18314,,,,,,,,,5.0,,,,,,,,2022-07-01
18323,,,,,,,,,9.0,,,,,,,,2022-07-02
18328,,,,,,,,,5.0,,,,,,,,2022-07-03
18333,,,,,,,,,5.0,,,,,,,,2022-07-04
18343,,,,,,,,,10.0,,,,,,,,2022-07-05
18345,1069.0,,,,,,,,,,,,,,,,2021-01-27
18354,,,,,,,,,11.0,,,,,,,,2022-07-06
18355,,,,,,,,,,,,,,,54.0,,2022-04-06
18361,,,,,,,,,7.0,,,,,,,,2022-07-07
18375,,,,,,,91.0,,,,,,,,,,2021-04-19
18377,,,,,,,,,,,,,,250.0,,,2021-01-18
18387,,,,,,,,,26.0,,,,,,,,2022-07-08
18387,,,339.0,,,,,,,,,,,,,,2021-05-13
18395,,,,,,,,,8.0,,,,,,,,2022-07-09
18399,,,,,,,,,4.0,,,,,,,,2022-07-10
18400,,,,,,,,,1.0,,,,,,,,2022-07-11
18403,,,,,,,,,,,,,,,48.0,,2022-04-07
18403,,,,,,,,,3.0,,,,,,,,2022-07-12
18403,,,,,112.0,,,,,,,,,,,,2021-04-26
18415,,,,223.0,,,,,,,,,,,,,2021-06-30
18417,,,,,,,,,14.0,,,,,,,,2022-07-13
18428,,,,,,,,,11.0,,,,,,,,2022-07-14
18436,,,,,,,,,8.0,,,,,,,,2022-07-15
18438,,,,,,,,,,,,,,,35.0,,2022-04-08
18442,,,,,39.0,,,,,,,,,,,,2021-04-27
18445,,,,,,,,,9.0,,,,,,,,2022-07-16
18445,,422.0,,,,,,,,,,,,,,,2021-05-30
18453,,,,,,,,,8.0,,,,,,,,2022-07-17
18458,,,,,,,,,5.0,,,,,,,,2022-07-18
18460,,,,,,,,,,,,,,,,206.0,2022-03-06
18466,,,,,,,,,,,,,,,28.0,,2022-04-09
18467,,,,,,,92.0,,,,,,,,,,2021-04-20
18473,,,,,,369.0,,,,,,,,,,,2021-07-18
18477,,,,,,,,,,,,,,,11.0,,2022-04-10
18496,,,,,,,,,,,332.0,,,,,,2021-04-07
18498,,,,,,,,,40.0,,,,,,,,2022-07-19
18503,,,,,61.0,,,,,,,,,,,,2021-04-28
18506,,,,,,,,,8.0,,,,,,,,2022-07-20
18510,,,,,,,,,,,,,,,33.0,,2022-04-11
18519,,,,,,,,,13.0,,,,,,,,2022-07-21
18526,,,,,,,,,7.0,,,,,,,,2022-07-22
18533,,,,,,,,,,,,,,,23.0,,2022-04-12
18535,,,,,,,,,9.0,,,,,,,,2022-07-23
18541,,,,,,,,,6.0,,,,,,,,2022-07-24
18547,,,,,,,,,6.0,,,,,,,,2022-07-25
18549,,,,,,,,279.0,,,,,,,,,2021-05-23
18561,,,,,,,,,14.0,,,,,,,,2022-07-26
18567,,,,,,,,,6.0,,,,,,,,2022-07-27
18578,,,,,,,111.0,,,,,,,,,,2021-04-21
18579,,,,,,,,,12.0,,,,,,,,2022-07-28
18585,,,,,,,,,6.0,,,,,,,,2022-07-29
18589,,,,,,,,,,,,,,,56.0,,2022-04-13
18595,,,,,,,,,,,,,,,,135.0,2022-03-07
18600,,,,,,,,,15.0,,,,,,,,2022-07-30
18603,,,,,,,,,3.0,,,,,,,,2022-07-31
18609,,,,,,,,,6.0,,,,,,,,2022-08-01
18614,,,,,111.0,,,,,,,,,,,,2021-04-29
18618,,,,,,,,,,,,,,,29.0,,2022-04-14
18621,,,,,,,,,12.0,,,,,,,,2022-08-02
18645,,,,,,,,,24.0,,,,,,,,2022-08-03
18666,,,,,,,,,21.0,,,,,,,,2022-08-04
18677,,,,,,,,,,,,,,,59.0,,2022-04-15
18678,,,,,,,,,12.0,,,,,,,,2022-08-05
18690,,,,,,,,,12.0,,,,,,,,2022-08-06
18699,,,,,,,,,9.0,,,,,,,,2022-08-07
18703,,,,,,,,,4.0,,,,,,,,2022-08-08
18707,,,,,,,,,,,211.0,,,,,,2021-04-08
18709,,,,,,,,,,,,,,,32.0,,2022-04-16
18712,,,,,,,,,,,,,481.0,,,,2021-08-04
18713,,,,,,,,,10.0,,,,,,,,2022-08-09
18722,,,,,,,144.0,,,,,,,,,,2021-04-22
18725,,,,,,,,,,,,,,,16.0,,2022-04-17
18726,,,,311.0,,,,,,,,,,,,,2021-07-01
18729,,,,,,,,,16.0,,,,,,,,2022-08-10
18735,,,,,,,,,6.0,,,,,,,,2022-08-11
18736,,,,,,,,,,,,,,,11.0,,2022-04-18
18743,,,,,,,,,,,,,,,,148.0,2022-03-08
18748,,,,,,,,,13.0,,,,,,,,2022-08-12
18750,,,,,136.0,,,,,,,,,,,,2021-04-30
18758,,,371.0,,,,,,,,,,,,,,2021-05-14
18761,,,,,,,,,13.0,,,,,,,,2022-08-13
18773,,,,,,,,,12.0,,,,,,,,2022-08-14
18780,,,,,,,,231.0,,,,,,,,,2021-05-24
18781,,,,,,,,,8.0,,,,,,,,2022-08-15
18783,,,,,,,,,,,,,,,47.0,,2022-04-19
18786,,,,,,,,,5.0,,,,,,,,2022-08-16
18803,,,,,,,,,17.0,,,,,,,,2022-08-17
18809,,,,,,,,,6.0,,,,,,,,2022-08-18
18811,,,,,,,89.0,,,,,,,,,,2021-04-23
18812,,,,,,,,,3.0,,,,,,,,2022-08-19
18821,,,,,,,,,9.0,,,,,,,,2022-08-20
18830,,,,,,,,,9.0,,,,,,,,2022-08-21
18834,,,,,,,,,,,,,,,51.0,,2022-04-20
18839,,,,,89.0,,,,,,,,,,,,2021-05-01
18840,,,,,,,,,10.0,,,,,,,,2022-08-22
18853,,,,,,,,,13.0,,,,,,,,2022-08-23
18863,,,,,,,,,10.0,,,,,,,,2022-08-24
18867,,,109.0,,,,,,,,,,,,,,2021-05-15
18875,,,,,,,,,12.0,,,,,,,,2022-08-25
18887,,,,,,,,,12.0,,,,,,,,2022-08-26
18892,,,,,,,,,5.0,,,,,,,,2022-08-27
18894,,,,,,,,,,,,,,,60.0,,2022-04-21
18898,,,,,,,,,,,,,,521.0,,,2021-01-19
18900,,,,,,,,,8.0,,,,,,,,2022-08-28
18907,,,,,,,,,7.0,,,,,,,,2022-08-29
18909,,464.0,,,,,,,,,,,,,,,2021-05-31
18912,,,,,,,,,5.0,,,,,,,,2022-08-30
18912,,,,,73.0,,,,,,,,,,,,2021-05-02
18928,,,,,,,,,16.0,,,,,,,,2022-08-31
18928,,,,202.0,,,,,,,,,,,,,2021-07-02
18938,,,,,,,,,10.0,,,,,,,,2022-09-01
18945,,,,,,,134.0,,,,,,,,,,2021-04-24
18947,,,,,,,,,9.0,,,,,,,,2022-09-02
18948,,,,,,475.0,,,,,,,,,,,2021-07-19
18953,,,,,,,,,6.0,,,,,,,,2022-09-03
18960,,,,,,,,,,,,1428.0,,,,,2020-12-10
18963,,,,,,,,,10.0,,,,,,,,2022-09-04
18970,,,,,,,,,7.0,,,,,,,,2022-09-05
18973,,,,,,,,,3.0,,,,,,,,2022-09-06
18984,,,,,,,,,11.0,,,,,,,,2022-09-07
18989,,,,,,,,,,,,,,,,246.0,2022-03-09
18991,,,,,,,,,7.0,,,,,,,,2022-09-08
18998,,,,,,,,218.0,,,,,,,,,2021-05-25
18999,,,,,,,,,8.0,,,,,,,,2022-09-09
18999,,,,,,,,,,,,,,,105.0,,2022-04-22
19009,,,,,97.0,,,,,,,,,,,,2021-05-03
19019,,,,,,,,,20.0,,,,,,,,2022-09-10
19031,,,,,,,,,12.0,,,,,,,,2022-09-11
19047,,,,,,,,,16.0,,,,,,,,2022-09-12
19054,,,,,,,,,7.0,,,,,,,,2022-09-13
19062,717.0,,,,,,,,,,,,,,,,2021-01-28
19062,,,,,,,117.0,,,,,,,,,,2021-04-25
19063,,,,,,,,,9.0,,,,,,,,2022-09-14
19072,,,,,,,,,9.0,,,,,,,,2022-09-15
19081,,,,,,,,,,,,,,,82.0,,2022-04-23
19089,,,,,,,,,17.0,,,,,,,,2022-09-16
19096,,,,,,,,,7.0,,,,,,,,2022-09-17
19097,,,,,,,,,1.0,,,,,,,,2022-09-18
19102,,,,,,,,,5.0,,,,,,,,2022-09-19
19104,,,,,95.0,,,,,,,,,,,,2021-05-04
19109,,,,,,,,,7.0,,,,,,,,2022-09-20
19118,,,,,,,,,,,,,,,,129.0,2022-03-10
19119,,,,,,,,,10.0,,,,,,,,2022-09-21
19128,,,,,,,,,9.0,,,,,,,,2022-09-22
19134,,,,,,,,,6.0,,,,,,,,2022-09-23
19139,,,,,,,,,5.0,,,,,,,,2022-09-24
19145,,236.0,,,,,,,,,,,,,,,2021-06-01
19150,,,,,,,,,11.0,,,,,,,,2022-09-25
19153,,,,,,,,,,,,,,,72.0,,2022-04-24
19158,,,,,,,,,8.0,,,,,,,,2022-09-26
19161,,,,,,,,,3.0,,,,,,,,2022-09-27
19163,,,,,,,,,2.0,,,,,,,,2022-09-28
19167,,,,,,,,,4.0,,,,,,,,2022-09-29
19172,,,,,,,,,5.0,,,,,,,,2022-09-30
19175,,,,,,,,,,,,,,,22.0,,2022-04-25
19179,,,,,,,,,7.0,,,,,,,,2022-10-01
19179,,,,,,,,,0.0,,,,,,,,2022-10-02
19180,,,,,76.0,,,,,,,,,,,,2021-05-05
19184,,,,,,,,,5.0,,,,,,,,2022-10-03
19185,,,,,,,123.0,,,,,,,,,,2021-04-26
19189,,,,,,,,,5.0,,,,,,,,2022-10-04
19192,,,,,,,,,3.0,,,,,,,,2022-10-05
19200,,,,,,,,,8.0,,,,,,,,2022-10-06
19206,,,,,,,,,6.0,,,,,,,,2022-10-07
19209,,,,,,,,,3.0,,,,,,,,2022-10-08
19211,,,,,,,,,2.0,,,,,,,,2022-10-09
19211,,,,,,,,,0.0,,,,,,,,2022-10-10
19212,,,,,,,,,1.0,,,,,,,,2022-10-11
19212,,,,,,,,,0.0,,,,,,,,2022-10-12
19213,,,,,,,,,,,,,501.0,,,,2021-08-05
19218,,,,,,,,,6.0,,,,,,,,2022-10-13
19222,,,,,,,,,4.0,,,,,,,,2022-10-14
19224,,,357.0,,,,,,,,,,,,,,2021-05-16
19226,,,,,,,,,4.0,,,,,,,,2022-10-15
19231,,,,,,,,,5.0,,,,,,,,2022-10-16
19231,,,,,,,,,,,,,,,,113.0,2022-03-11
19232,,,,,,,,,1.0,,,,,,,,2022-10-17
19236,,,,,,288.0,,,,,,,,,,,2021-07-20
19239,,,,,,,,,,,,,,,64.0,,2022-04-26
19239,,,,,,,,,7.0,,,,,,,,2022-10-18
19245,,,,,,,,,6.0,,,,,,,,2022-10-19
19249,,,,,,,,,4.0,,,,,,,,2022-10-20
19258,,,,,,,,,9.0,,,,,,,,2022-10-21
19262,,,,,,,,,,,555.0,,,,,,2021-04-09
19262,,,,,,,,264.0,,,,,,,,,2021-05-26
19265,,,,,85.0,,,,,,,,,,,,2021-05-06
19268,,,,,,,,,10.0,,,,,,,,2022-10-22
19273,,,,345.0,,,,,,,,,,,,,2021-07-03
19274,,,,,,,,,6.0,,,,,,,,2022-10-23
19276,,,,,,,,,,,,,,,37.0,,2022-04-27
19281,,,,,,,,,7.0,,,,,,,,2022-10-24
19282,,,,,,,,,,1199.0,,,,,,,2020-11-06
19285,,,,,,,,,4.0,,,,,,,,2022-10-25
19290,,,,,,,,,5.0,,,,,,,,2022-10-26
19299,,,,,,,,,9.0,,,,,,,,2022-10-27
19300,,,,,,,115.0,,,,,,,,,,2021-04-27
19307,,,,,,,,,8.0,,,,,,,,2022-10-28
19311,,,,,,,,,4.0,,,,,,,,2022-10-29
19318,,,,,,,,,7.0,,,,,,,,2022-10-30
19320,,,,,,,,,2.0,,,,,,,,2022-10-31
19322,,,,,,,,,2.0,,,,,,,,2022-11-01
19325,,,,,,,,,3.0,,,,,,,,2022-11-02
19330,,,,,,,,,5.0,,,,,,,,2022-11-03
19332,,,,,,,,,,,,,,,56.0,,2022-04-28
19335,,,,,,,,,5.0,,,,,,,,2022-11-04
19342,,,,,,,,,7.0,,,,,,,,2022-11-05
19345,,,,,,,,,3.0,,,,,,,,2022-11-06
19350,,,,,,,,,5.0,,,,,,,,2022-11-07
19352,,,,,,,,,2.0,,,,,,,,2022-11-08
19356,,,,,,,,,,,,,,,,125.0,2022-03-12
19357,,,,,,,,,5.0,,,,,,,,2022-11-09
19368,,,,,,,,,11.0,,,,,,,,2022-11-10
19374,,,,,,,,,,,,,,,42.0,,2022-04-29
19385,,,,,,,,,17.0,,,,,,,,2022-11-11
19389,,,,,,,,,4.0,,,,,,,,2022-11-12
19392,,,,,,,,,3.0,,,,,,,,2022-11-13
19397,,,,,,,,,5.0,,,,,,,,2022-11-14
19398,,,,,,,98.0,,,,,,,,,,2021-04-28
19400,,,,,,,,,,,,,,,26.0,,2022-04-30
19400,,,,,,,,,3.0,,,,,,,,2022-11-15
19411,,,,,,,,,,,,,,,11.0,,2022-05-01
19411,,,,,,,,,,,,,,513.0,,,2021-01-20
19420,,,,,,,,,20.0,,,,,,,,2022-11-16
19424,,,,,,,,,4.0,,,,,,,,2022-11-17
19425,,,,,,,,,,,,,,,14.0,,2022-05-02
19428,,283.0,,,,,,,,,,,,,,,2021-06-02
19433,,,,,,,,,9.0,,,,,,,,2022-11-18
19439,,,,,,,,,6.0,,,,,,,,2022-11-19
19442,,,,,,,,,3.0,,,,,,,,2022-11-20
19444,,,,,,,,,2.0,,,,,,,,2022-11-21
19449,,,,,,,,,5.0,,,,,,,,2022-11-22
19451,,,,,,,,,,,,,,,26.0,,2022-05-03
19453,,,,,188.0,,,,,,,,,,,,2021-05-07
19458,,,,,,,,,9.0,,,,,,,,2022-11-23
19467,,,,,,,,,9.0,,,,,,,,2022-11-24
19472,,,,,,,,,,,,,,,21.0,,2022-05-04
19474,,,,,,,,,7.0,,,,,,,,2022-11-25
19475,,,,,,,,,,,,,,,3.0,,2022-05-05
19483,,,,,,,,,9.0,,,,,,,,2022-11-26
19489,,,,,,,,,,,,,,,,133.0,2022-03-13
19490,,,,,,,,228.0,,,,,,,,,2021-05-27
19491,,,,,,,,,8.0,,,,,,,,2022-11-27
19492,,,,,,,,,,,,,,,17.0,,2022-05-06
19499,,,,,,,,,8.0,,,,,,,,2022-11-28
19502,,,,,,,,,3.0,,,,,,,,2022-11-29
19510,,,,,,,,,8.0,,,,,,,,2022-11-30
19515,,,,,,,,,5.0,,,,,,,,2022-12-01
19530,,,,,,,,,,,,,,,38.0,,2022-05-07
19530,,,,,,,,,15.0,,,,,,,,2022-12-02
19537,,,,,,,,,,,,,,,7.0,,2022-05-08
19541,,,,,,,,,,,,,,,4.0,,2022-05-09
19543,,,,,,,,,13.0,,,,,,,,2022-12-03
19551,,,,,98.0,,,,,,,,,,,,2021-05-08
19552,,,,,,,,,9.0,,,,,,,,2022-12-04
19556,,,,,,,158.0,,,,,,,,,,2021-04-29
19558,,,,,,,,,,,296.0,,,,,,2021-04-10
19558,,,,,,,,,6.0,,,,,,,,2022-12-05
19563,,,,290.0,,,,,,,,,,,,,2021-07-04
19566,,,,,,,,,8.0,,,,,,,,2022-12-06
19566,,,,,,,,,,,,,,,25.0,,2022-05-10
19567,,,343.0,,,,,,,,,,,,,,2021-05-17
19571,,,,,,,,,5.0,,,,,,,,2022-12-07
19576,,,,,,,,,,,,,,,,87.0,2022-03-14
19581,,,,,,,,,10.0,,,,,,,,2022-12-08
19588,,,,,,,,,7.0,,,,,,,,2022-12-09
19647,,,,,,,,,,,,,,,,71.0,2022-03-15
19673,,,,,,,,,,,,,460.0,,,,2021-08-06
19746,684.0,,,,,,,,,,,,,,,,2021-01-29
19748,,,,,,,,,,,,,,,182.0,,2022-05-11
19756,,,,,205.0,,,,,,,,,,,,2021-05-09
19769,,,,206.0,,,,,,,,,,,,,2021-07-05
19789,,,,,,,,,,,,829.0,,,,,2020-12-11
19793,,,,,,,,,,,,,,,,146.0,2022-03-16
19801,,373.0,,,,,,,,,,,,,,,2021-06-03
19806,,,,,,,250.0,,,,,,,,,,2021-04-30
19827,,,,,,,,,,,,,,,79.0,,2022-05-12
19839,,,,,,603.0,,,,,,,,,,,2021-07-21
19895,,,,,,,,405.0,,,,,,,,,2021-05-28
19898,,,,,,,,,,616.0,,,,,,,2020-11-07
19900,,,,,144.0,,,,,,,,,,,,2021-05-10
19915,,,,,,,,,,,,,,,88.0,,2022-05-13
19924,,,,,,,,,,,,,,,,131.0,2022-03-17
19939,,,,,,,133.0,,,,,,,,,,2021-05-01
19968,,,,,,,,,,,,,,,53.0,,2022-05-14
19973,,,406.0,,,,,,,,,,,,,,2021-05-18
19983,,,,,,,,,,,,,,,15.0,,2022-05-15
19987,,,,,,,,,,,,,,576.0,,,2021-01-21
19999,,,,230.0,,,,,,,,,,,,,2021-07-06
20001,,,,,,,,,,,443.0,,,,,,2021-04-11
20007,,,,,,,,,,,,,,,,83.0,2022-03-18
20021,,,,,,,,,,,,,,,38.0,,2022-05-16
20026,,,,,126.0,,,,,,,,,,,,2021-05-11
20053,,,,,,,,,,,,,,,32.0,,2022-05-17
20064,,263.0,,,,,,,,,,,,,,,2021-06-04
20079,,,,,,,,,,,,,,,,72.0,2022-03-19
20084,,,,,,,145.0,,,,,,,,,,2021-05-02
20092,,,,,,,,,,,,,,,39.0,,2022-05-18
20098,,,,,,,,,,,,,425.0,,,,2021-08-07
20100,,,,,,261.0,,,,,,,,,,,2021-07-22
20138,,,,,,,,,,,,,,,46.0,,2022-05-19
20148,,,,,122.0,,,,,,,,,,,,2021-05-12
20166,,,,,,,,,,,,,,,,87.0,2022-03-20
20167,,,,,,,,272.0,,,,,,,,,2021-05-29
20203,,,,,,,,,,,,,,,65.0,,2022-05-20
20238,,,,,,,,,,,,,,,,72.0,2022-03-21
20248,,,,,100.0,,,,,,,,,,,,2021-05-13
20258,,,,,,,,,,,,,,,55.0,,2022-05-21
20278,,,,,,,194.0,,,,,,,,,,2021-05-03
20294,,,,,,,,,,,,,,,36.0,,2022-05-22
20327,,263.0,,,,,,,,,,,,,,,2021-06-05
20331,,,,,,,,,,,,,,,,93.0,2022-03-22
20332,,,,,,,,,,,,,,,38.0,,2022-05-23
20352,,,,,,,,,,,,,,,20.0,,2022-05-24
20352,,,,,,,,,,,351.0,,,,,,2021-04-12
20357,,,,358.0,,,,,,,,,,,,,2021-07-07
20372,,,,,124.0,,,,,,,,,,,,2021-05-14
20379,,,,,,,,212.0,,,,,,,,,2021-05-30
20390,,,,,,,,,,,,,,,38.0,,2022-05-25
20404,,,,,,,,,,,,,,,,73.0,2022-03-23
20414,,,441.0,,,,,,,,,,,,,,2021-05-19
20422,,,,,,,,,,,,,,435.0,,,2021-01-22
20422,,,,,,,,,,524.0,,,,,,,2020-11-08
20439,,,,,,,,,,,,,,,49.0,,2022-05-26
20445,,,,,,,167.0,,,,,,,,,,2021-05-04
20452,,125.0,,,,,,,,,,,,,,,2021-06-06
20475,,,,,,,,,,,,,,,,71.0,2022-03-24
20497,,,,,,,,,,,,,,,58.0,,2022-05-27
20528,,,,,,,,,,,,,,,31.0,,2022-05-28
20538,792.0,,,,,,,,,,,,,,,,2021-01-30
20540,,,,183.0,,,,,,,,,,,,,2021-07-08
20555,,,,,,,,,,,,,,,,80.0,2022-03-25
20557,,,,,,457.0,,,,,,,,,,,2021-07-23
20557,,,,,,,,,,,,,,,29.0,,2022-05-29
20562,,,,,190.0,,,,,,,,,,,,2021-05-15
20592,,,,,,,,,,,,,,,35.0,,2022-05-30
20602,,,,,,,,,,,,,,,,47.0,2022-03-26
20612,,,,,,,,,,,,823.0,,,,,2020-12-12
20614,,,,,,,,,,,,,,,22.0,,2022-05-31
20632,,,,,70.0,,,,,,,,,,,,2021-05-16
20634,,,,,,,,255.0,,,,,,,,,2021-05-31
20640,,,,,,,195.0,,,,,,,,,,2021-05-05
20640,,,,,,,,,,,,,,,,38.0,2022-03-27
20646,,194.0,,,,,,,,,,,,,,,2021-06-07
20653,,,,,,,,,,,,,,,39.0,,2022-06-01
20672,,,,,,,,,,,,,,,,32.0,2022-03-28
20696,,,,,,,,,,,,,598.0,,,,2021-08-08
20710,,,,,,,,,,,,,,,57.0,,2022-06-02
20736,,,,,,,,,,,,,,,26.0,,2022-06-03
20752,,,,,,,,,,,,,,,,80.0,2022-03-29
20762,,,,222.0,,,,,,,,,,,,,2021-07-09
20769,,,,,,,,,,,,,,,33.0,,2022-06-04
20792,,,,,,,,,,370.0,,,,,,,2020-11-09
20793,,,,,,,,,,,,,,,24.0,,2022-06-05
20794,,148.0,,,,,,,,,,,,,,,2021-06-08
20809,,,,,,,,,,,,,,,16.0,,2022-06-06
20813,,,,,,,,,,,,,,,,61.0,2022-03-30
20815,,,,,,,,,,,,,,,6.0,,2022-06-07
20831,,,,,,,,,,,,,,,16.0,,2022-06-08
20840,,,426.0,,,,,,,,,,,,,,2021-05-20
20855,,,,,,,,,,,,,,,,42.0,2022-03-31
20875,,,,,243.0,,,,,,,,,,,,2021-05-17
20911,,,,,,,,,,,,,,,,56.0,2022-04-01
20911,,,,,,,,,,,,,,,80.0,,2022-06-09
20929,,135.0,,,,,,,,,,,,,,,2021-06-09
20945,,,,,,,305.0,,,,,,,,,,2021-05-06
20959,,,,,,,,,,,607.0,,,,,,2021-04-13
20962,,,,,,,,,,,,,,,,51.0,2022-04-02
20963,,,,,,406.0,,,,,,,,,,,2021-07-24
20970,,,,,,,,,,,,,,548.0,,,2021-01-23
20971,,,,,,,,,,,,,,,60.0,,2022-06-10
20984,,,,,,,,,,,,,,,,22.0,2022-04-03
21004,,,,,,,,,,,,,,,,20.0,2022-04-04
21021,,,,,,,,387.0,,,,,,,,,2021-06-01
21023,,,,,,,,,,,,,,,52.0,,2022-06-11
21024,,,,,149.0,,,,,,,,,,,,2021-05-18
21035,,,,,,,,,,,,,,,,31.0,2022-04-05
21038,,,,,,,,,,,,,,,15.0,,2022-06-12
21047,,,,,,,,,,,,435.0,,,,,2020-12-13
21052,,,,,,,,,,,,,,,,17.0,2022-04-06
21093,,,,,,,,,,,,,,,55.0,,2022-06-13
21097,,,,,,,,,,,,,,,,45.0,2022-04-07
21119,,,,,,,,,,,,,,,,22.0,2022-04-08
21125,,,,,,,,,,,,,,,32.0,,2022-06-14
21139,,,,,,,,,,,,,,,,20.0,2022-04-09
21161,,,,,,,,,,,,,,,,22.0,2022-04-10
21171,,,,,,,,,,,,,,,,10.0,2022-04-11
21175,,,,,,,,,,,,,,,50.0,,2022-06-15
21189,,,,,,,,,,397.0,,,,,,,2020-11-10
21190,,,,,,,,,,,,,,,,19.0,2022-04-12
21197,,,,,,,,,,,,,501.0,,,,2021-08-09
21205,,,,,,,,,,,,,,,,15.0,2022-04-13
21212,,,,,,,,,,,,,,,,7.0,2022-04-14
21212,,,,,,,,,,,,,,,37.0,,2022-06-16
21213,,,,,189.0,,,,,,,,,,,,2021-05-19
21222,,,,,,,,,,,,,,,,10.0,2022-04-15
21227,,,,,,,,,,,,,,,,5.0,2022-04-16
21231,,,,,,,,,,,,,,,,4.0,2022-04-17
21234,,,,,,,,,,,,,,,22.0,,2022-06-17
21238,,,,,,,,,,,,,,,,7.0,2022-04-18
21238,,309.0,,,,,,,,,,,,,,,2021-06-10
21242,,,,,,,,,,,,,,,,4.0,2022-04-19
21245,,,,,,,,224.0,,,,,,,,,2021-06-02
21248,,,,,,,,,,,,,,,,6.0,2022-04-20
21258,,,,,,,313.0,,,,,,,,,,2021-05-07
21260,,,,,,,,,,,,,,,26.0,,2022-06-18
21262,,,,,,,,,,,,,,,,14.0,2022-04-21
21273,,,,,,,,,,,,,,,,11.0,2022-04-22
21282,,,,,,,,,,,,,,,,9.0,2022-04-23
21284,,,,,,,,,,,,,,,,2.0,2022-04-24
21290,,,,,,,,,,,,,,,,6.0,2022-04-25
21292,,,,,,,,,,,,,,,,2.0,2022-04-26
21297,,,,,,,,,,,,,,,,5.0,2022-04-27
21299,,,,,,,,,,,,,,,,2.0,2022-04-28
21300,,,,,,,,,,,,,,,,1.0,2022-04-29
21300,,,,,,,,,,,,,,,,0.0,2022-04-30
21301,,,,,,,,,,,,,,,,1.0,2022-05-01
21302,,,,,,,,,,,,,,,,1.0,2022-05-02
21303,,,,,,,,,,,,,,,,1.0,2022-05-03
